,geo,add_formal_time,nrg_cons,I_TAX,X_TAX,X_VAT,energy,taxes,vat,total
65,AT,2013-01-01,MWH70000-149999,0.0964,0.0615,0.0803,0.0615,0.018799999999999997,0.016100000000000003,0.0964
66,AT,2013-01-01,MWH_LT20,0.1864,0.1282,0.1553,0.1282,0.027099999999999985,0.031100000000000017,0.1864
67,AT,2013-07-01,MWH20-499,0.158,0.1053,0.1316,0.1053,0.02629999999999999,0.026400000000000007,0.158
68,AT,2013-07-01,MWH2000-19999,0.1176,0.0772,0.098,0.0772,0.0208,0.019599999999999992,0.1176
69,AT,2013-07-01,MWH20000-69999,0.1024,0.0662,0.0853,0.0662,0.019100000000000006,0.017100000000000004,0.1024
70,AT,2013-07-01,MWH500-1999,0.1329,0.0865,0.1108,0.0865,0.024300000000000002,0.022099999999999995,0.1329
71,AT,2013-07-01,MWH70000-149999,0.0945,0.0601,0.0787,0.0601,0.018600000000000005,0.015799999999999995,0.0945
72,AT,2013-07-01,MWH_LT20,0.1905,0.1312,0.1587,0.1312,0.027499999999999997,0.031799999999999995,0.1905
73,AT,2014-01-01,MWH20-499,0.1548,0.1012,0.129,0.1012,0.027800000000000005,0.02579999999999999,0.1548
74,AT,2014-01-01,MWH2000-19999,0.1152,0.0735,0.096,0.0735,0.022500000000000006,0.019199999999999995,0.1152
75,AT,2014-01-01,MWH20000-69999,0.1,0.0638,0.0833,0.0638,0.019500000000000003,0.016700000000000007,0.1
76,AT,2014-01-01,MWH500-1999,0.1307,0.0827,0.1089,0.0827,0.0262,0.021800000000000014,0.1307
77,AT,2014-01-01,MWH70000-149999,0.0866,0.0538,0.0722,0.0538,0.0184,0.014399999999999996,0.0866
78,AT,2014-01-01,MWH_LT20,0.1942,0.1288,0.1618,0.1288,0.033,0.03240000000000001,0.1942
79,AT,2014-07-01,MWH20-499,0.1523,0.096,0.1269,0.096,0.03090000000000001,0.025399999999999978,0.1523
80,AT,2014-07-01,MWH2000-19999,0.1125,0.0704,0.0937,0.0704,0.0233,0.018799999999999997,0.1125
81,AT,2014-07-01,MWH20000-69999,0.0969,0.0598,0.0808,0.0598,0.020999999999999998,0.016100000000000003,0.0969
82,AT,2014-07-01,MWH500-1999,0.1266,0.0786,0.1055,0.0786,0.026899999999999993,0.021099999999999994,0.1266
83,AT,2014-07-01,MWH70000-149999,0.0873,0.0548,0.0728,0.0548,0.018000000000000002,0.014499999999999999,0.0873
84,AT,2014-07-01,MWH_LT20,0.1863,0.1179,0.1552,0.1179,0.0373,0.03109999999999999,0.1863
85,AT,2015-01-01,MWH20-499,0.1495,0.0917,0.1246,0.0917,0.0329,0.02489999999999999,0.1495
86,AT,2015-01-01,MWH2000-19999,0.1077,0.0647,0.0897,0.0647,0.02500000000000001,0.018000000000000002,0.1077
87,AT,2015-01-01,MWH20000-69999,0.0917,0.0551,0.0764,0.0551,0.021299999999999993,0.015300000000000008,0.0917
88,AT,2015-01-01,MWH500-1999,0.1247,0.0731,0.1039,0.0731,0.030800000000000008,0.0208,0.1247
89,AT,2015-01-01,MWH70000-149999,0.0832,0.0498,0.0693,0.0498,0.019500000000000003,0.013899999999999996,0.0832
90,AT,2015-01-01,MWH_LT20,0.1884,0.1149,0.157,0.1149,0.0421,0.03140000000000001,0.1884
91,AT,2015-07-01,MWH20-499,0.151,0.0915,0.1254,0.0915,0.03390000000000001,0.025599999999999984,0.151
92,AT,2015-07-01,MWH2000-19999,0.1093,0.0651,0.0909,0.0651,0.02579999999999999,0.0184,0.1093
93,AT,2015-07-01,MWH20000-69999,0.0943,0.0569,0.0785,0.0569,0.0216,0.015799999999999995,0.0943
94,AT,2015-07-01,MWH500-1999,0.126,0.0729,0.1047,0.0729,0.031799999999999995,0.0213,0.126
95,AT,2015-07-01,MWH70000-149999,0.0856,0.0511,0.0713,0.0511,0.020200000000000003,0.014299999999999993,0.0856
96,AT,2015-07-01,MWH_GE150000,0.077,0.0449,0.0641,0.0449,0.019200000000000002,0.012899999999999995,0.077
97,AT,2015-07-01,MWH_LT20,0.1982,0.1206,0.1647,0.1206,0.044100000000000014,0.033499999999999974,0.1982
98,AT,2016-01-01,MWH20-499,0.1519,0.0897,0.1232,0.0897,0.0335,0.028700000000000003,0.1519
99,AT,2016-01-01,MWH2000-19999,0.1059,0.0599,0.0857,0.0599,0.025799999999999997,0.020199999999999996,0.1059
100,AT,2016-01-01,MWH20000-69999,0.0891,0.0511,0.0716,0.0511,0.020499999999999997,0.0175,0.0891
101,AT,2016-01-01,MWH500-1999,0.1264,0.0703,0.1026,0.0703,0.032299999999999995,0.023800000000000016,0.1264
102,AT,2016-01-01,MWH70000-149999,0.0849,0.0459,0.0649,0.0459,0.018999999999999996,0.020000000000000004,0.0849
103,AT,2016-01-01,MWH_LT20,0.1981,0.1169,0.1601,0.1169,0.04319999999999999,0.038000000000000006,0.1981
104,AT,2016-07-01,MWH20-499,0.149,0.0875,0.121,0.0875,0.0335,0.027999999999999997,0.149
105,AT,2016-07-01,MWH2000-19999,0.0978,0.054,0.0795,0.054,0.025500000000000002,0.018299999999999997,0.0978
106,AT,2016-07-01,MWH20000-69999,0.0909,0.0519,0.0731,0.0519,0.021199999999999997,0.017799999999999996,0.0909
107,AT,2016-07-01,MWH500-1999,0.1229,0.0685,0.1004,0.0685,0.0319,0.022499999999999992,0.1229
108,AT,2016-07-01,MWH70000-149999,0.083,0.0468,0.0653,0.0468,0.018499999999999996,0.017700000000000007,0.083
109,AT,2016-07-01,MWH_LT20,0.1981,0.1157,0.1606,0.1157,0.044899999999999995,0.037500000000000006,0.1981
110,AT,2017-01-01,MWH20-499,0.143,0.0858,0.1192,0.0858,0.0334,0.023799999999999988,0.143
111,AT,2017-01-01,MWH2000-19999,0.0976,0.0553,0.0814,0.0553,0.026099999999999998,0.016200000000000006,0.0976
112,AT,2017-01-01,MWH20000-69999,0.0839,0.0477,0.0699,0.0477,0.022200000000000004,0.013999999999999999,0.0839
113,AT,2017-01-01,MWH500-1999,0.1116,0.0621,0.093,0.0621,0.030899999999999997,0.018600000000000005,0.1116
114,AT,2017-01-01,MWH70000-149999,0.0806,0.0452,0.0671,0.0452,0.02190000000000001,0.013499999999999998,0.0806
115,AT,2017-01-01,MWH_GE150000,0.0735,0.0418,0.0613,0.0418,0.019500000000000003,0.012199999999999996,0.0735
116,AT,2017-01-01,MWH_LT20,0.1902,0.1154,0.1585,0.1154,0.0431,0.031700000000000006,0.1902
117,AT,2017-07-01,MWH20-499,0.1463,0.0899,0.1219,0.0899,0.032,0.02440000000000002,0.1463
118,AT,2017-07-01,MWH2000-19999,0.1011,0.0581,0.0843,0.0581,0.0262,0.016799999999999995,0.1011
119,AT,2017-07-01,MWH20000-69999,0.0875,0.0502,0.073,0.0502,0.022799999999999994,0.014499999999999999,0.0875
120,AT,2017-07-01,MWH500-1999,0.1196,0.0688,0.0997,0.0688,0.030899999999999997,0.0199,0.1196
121,AT,2017-07-01,MWH70000-149999,0.0778,0.0442,0.0651,0.0442,0.020900000000000002,0.012699999999999989,0.0778
122,AT,2017-07-01,MWH_GE150000,0.0714,0.0409,0.0601,0.0409,0.019200000000000002,0.011300000000000004,0.0714
123,AT,2017-07-01,MWH_LT20,0.1901,0.1188,0.1584,0.1188,0.03960000000000001,0.03169999999999998,0.1901
124,AT,2018-01-01,MWH20-499,0.1463,0.0916,0.1219,0.0916,0.030299999999999994,0.02440000000000002,0.1463
125,AT,2018-01-01,MWH2000-19999,0.1014,0.0598,0.0846,0.0598,0.024799999999999996,0.01680000000000001,0.1014
126,AT,2018-01-01,MWH20000-69999,0.0888,0.0522,0.0742,0.0522,0.022,0.014600000000000002,0.0888
127,AT,2018-01-01,MWH500-1999,0.1196,0.0704,0.0997,0.0704,0.029299999999999993,0.0199,0.1196
128,AT,2018-01-01,MWH70000-149999,0.0806,0.047,0.0677,0.047,0.020699999999999996,0.012900000000000009,0.0806
129,AT,2018-01-01,MWH_GE150000,0.074,0.0431,0.0622,0.0431,0.0191,0.011799999999999998,0.074
130,AT,2018-01-01,MWH_LT20,0.1901,0.1205,0.1583,0.1205,0.0378,0.031799999999999995,0.1901
131,AT,2018-07-01,MWH20-499,0.148,0.0931,0.1234,0.0931,0.030299999999999994,0.024599999999999997,0.148
132,AT,2018-07-01,MWH2000-19999,0.1059,0.0634,0.0884,0.0634,0.02500000000000001,0.017499999999999988,0.1059
133,AT,2018-07-01,MWH20000-69999,0.0946,0.057,0.0791,0.057,0.0221,0.0155,0.0946
134,AT,2018-07-01,MWH500-1999,0.1215,0.072,0.1012,0.072,0.029200000000000004,0.0203,0.1215
135,AT,2018-07-01,MWH70000-149999,0.0869,0.0526,0.073,0.0526,0.020399999999999995,0.01390000000000001,0.0869
136,AT,2018-07-01,MWH_GE150000,0.0866,0.0537,0.0726,0.0537,0.0189,0.013999999999999999,0.0866
137,AT,2018-07-01,MWH_LT20,0.1923,0.1231,0.1602,0.1231,0.03710000000000001,0.03209999999999999,0.1923
138,AT,2019-01-01,MWH20-499,0.1522,0.0993,0.1269,0.0993,0.027600000000000013,0.02529999999999999,0.1522
139,AT,2019-01-01,MWH2000-19999,0.1137,0.0711,0.0948,0.0711,0.0237,0.0189,0.1137
140,AT,2019-01-01,MWH20000-69999,0.1001,0.0626,0.0836,0.0626,0.02099999999999999,0.0165,0.1001
141,AT,2019-01-01,MWH500-1999,0.129,0.0805,0.1076,0.0805,0.0271,0.021400000000000002,0.129
142,AT,2019-01-01,MWH70000-149999,0.0931,0.0582,0.0782,0.0582,0.020000000000000004,0.014899999999999997,0.0931
143,AT,2019-01-01,MWH_GE150000,0.0864,0.0536,0.0724,0.0536,0.018800000000000004,0.013999999999999999,0.0864
144,AT,2019-01-01,MWH_LT20,0.1987,0.1284,0.1656,0.1284,0.03720000000000001,0.03309999999999999,0.1987
145,AT,2019-07-01,MWH20-499,0.1514,0.0986,0.1262,0.0986,0.027600000000000013,0.0252,0.1514
146,AT,2019-07-01,MWH2000-19999,0.1149,0.0717,0.0958,0.0717,0.024099999999999996,0.019100000000000006,0.1149
147,AT,2019-07-01,MWH20000-69999,0.1012,0.063,0.0845,0.063,0.021500000000000005,0.016699999999999993,0.1012
148,AT,2019-07-01,MWH500-1999,0.1305,0.0814,0.1088,0.0814,0.027399999999999994,0.02170000000000001,0.1305
149,AT,2019-07-01,MWH70000-149999,0.0936,0.0585,0.0786,0.0585,0.0201,0.015,0.0936
150,AT,2019-07-01,MWH_GE150000,0.0853,0.0529,0.0717,0.0529,0.018799999999999997,0.013600000000000001,0.0853
151,AT,2019-07-01,MWH_LT20,0.1909,0.1243,0.1591,0.1243,0.0348,0.031799999999999995,0.1909
152,AT,2020-01-01,MWH20-499,0.1614,0.1036,0.1345,0.1036,0.03090000000000001,0.02689999999999998,0.1614
153,AT,2020-01-01,MWH2000-19999,0.1157,0.0693,0.0964,0.0693,0.0271,0.019299999999999998,0.1157
154,AT,2020-01-01,MWH20000-69999,0.1062,0.0645,0.0885,0.0645,0.023999999999999994,0.017700000000000007,0.1062
155,AT,2020-01-01,MWH500-1999,0.1429,0.0877,0.1191,0.0877,0.0314,0.0238,0.1429
156,AT,2020-01-01,MWH70000-149999,0.0992,0.0593,0.0827,0.0593,0.023399999999999997,0.0165,0.0992
157,AT,2020-01-01,MWH_GE150000,0.0883,0.0522,0.0736,0.0522,0.021399999999999995,0.014700000000000005,0.0883
158,AT,2020-01-01,MWH_LT20,0.1875,0.1212,0.1563,0.1212,0.03509999999999999,0.031200000000000006,0.1875
159,AT,2020-07-01,MWH20-499,0.1624,0.1036,0.1354,0.1036,0.031799999999999995,0.026999999999999996,0.1624
160,AT,2020-07-01,MWH2000-19999,0.1237,0.0759,0.1032,0.0759,0.027300000000000005,0.020500000000000004,0.1237
161,AT,2020-07-01,MWH20000-69999,0.1103,0.0679,0.0921,0.0679,0.0242,0.018199999999999994,0.1103
162,AT,2020-07-01,MWH500-1999,0.1421,0.0871,0.1184,0.0871,0.03130000000000001,0.0237,0.1421
163,AT,2020-07-01,MWH70000-149999,0.0986,0.0611,0.0828,0.0611,0.021699999999999997,0.015799999999999995,0.0986
164,AT,2020-07-01,MWH_GE150000,0.0905,0.0546,0.0759,0.0546,0.021299999999999993,0.014600000000000002,0.0905
165,AT,2020-07-01,MWH_LT20,0.2045,0.1313,0.1704,0.1313,0.039099999999999996,0.03409999999999999,0.2045
166,AT,2021-01-01,MWH20-499,0.1683,0.1059,0.1403,0.1059,0.034400000000000014,0.027999999999999997,0.1683
167,AT,2021-01-01,MWH2000-19999,0.1294,0.0789,0.1079,0.0789,0.028999999999999998,0.02149999999999999,0.1294
168,AT,2021-01-01,MWH20000-69999,0.1167,0.0717,0.0973,0.0717,0.025599999999999998,0.0194,0.1167
169,AT,2021-01-01,MWH500-1999,0.1474,0.0884,0.1228,0.0884,0.0344,0.024599999999999997,0.1474
170,AT,2021-01-01,MWH70000-149999,0.1111,0.0687,0.0925,0.0687,0.0238,0.018600000000000005,0.1111
171,AT,2021-01-01,MWH_GE150000,0.103,0.0632,0.0859,0.0632,0.022699999999999998,0.01709999999999999,0.103
172,AT,2021-01-01,MWH_LT20,0.2121,0.1342,0.1768,0.1342,0.0426,0.0353,0.2121
173,AT,2021-07-01,MWH20-499,0.1796,0.115,0.1497,0.115,0.034699999999999995,0.02990000000000001,0.1796
174,AT,2021-07-01,MWH2000-19999,0.1434,0.0928,0.1195,0.0928,0.0267,0.023900000000000005,0.1434
175,AT,2021-07-01,MWH20000-69999,0.1423,0.0948,0.1186,0.0948,0.0238,0.023700000000000013,0.1423
176,AT,2021-07-01,MWH500-1999,0.1534,0.0961,0.1278,0.0961,0.03169999999999999,0.02560000000000001,0.1534
177,AT,2021-07-01,MWH70000-149999,0.1431,0.0959,0.1192,0.0959,0.0233,0.023900000000000005,0.1431
178,AT,2021-07-01,MWH_GE150000,0.1392,0.0952,0.116,0.0952,0.0208,0.023199999999999985,0.1392
179,AT,2021-07-01,MWH_LT20,0.2277,0.1452,0.1897,0.1452,0.04450000000000001,0.038000000000000006,0.2277
180,AT,2021-07-01,TOT_KWH,0.1544,0.101,0.1287,0.101,0.027700000000000002,0.0257,0.1544
181,AT,2022-01-01,MWH20-499,0.1967,0.1443,0.1639,0.1443,0.01959999999999998,0.032800000000000024,0.1967
182,AT,2022-01-01,MWH2000-19999,0.2089,0.1578,0.174,0.1578,0.016199999999999992,0.034900000000000014,0.2089
183,AT,2022-01-01,MWH20000-69999,0.2078,0.1571,0.1731,0.1571,0.016000000000000014,0.03470000000000001,0.2078
184,AT,2022-01-01,MWH500-1999,0.194,0.1437,0.1617,0.1437,0.018000000000000016,0.032299999999999995,0.194
185,AT,2022-01-01,MWH70000-149999,0.2122,0.1609,0.1768,0.1609,0.015900000000000025,0.03539999999999999,0.2122
186,AT,2022-01-01,MWH_GE150000,0.2033,0.1552,0.1694,0.1552,0.01419999999999999,0.03390000000000001,0.2033
187,AT,2022-01-01,MWH_LT20,0.2258,0.1603,0.1882,0.1603,0.027900000000000008,0.037599999999999995,0.2258
188,AT,2022-01-01,TOT_KWH,0.2058,0.1542,0.1714,0.1542,0.017199999999999993,0.034400000000000014,0.2058
189,AT,2022-07-01,MWH20-499,0.2274,0.18,0.1895,0.18,0.009500000000000008,0.03789999999999999,0.2274
190,AT,2022-07-01,MWH2000-19999,0.2332,0.1893,0.1944,0.1893,0.005099999999999993,0.0388,0.2332
191,AT,2022-07-01,MWH20000-69999,0.2378,0.195,0.1982,0.195,0.0031999999999999806,0.039600000000000024,0.2378
192,AT,2022-07-01,MWH500-1999,0.2143,0.1717,0.1786,0.1717,0.006900000000000017,0.03569999999999998,0.2143
193,AT,2022-07-01,MWH70000-149999,0.2413,0.1983,0.2011,0.1983,0.002799999999999997,0.040199999999999986,0.2413
194,AT,2022-07-01,MWH_GE150000,0.2513,0.2043,0.2094,0.2043,0.005099999999999993,0.04190000000000002,0.2513
195,AT,2022-07-01,MWH_LT20,0.2735,0.2127,0.2279,0.2127,0.015199999999999991,0.04560000000000003,0.2735
196,AT,2022-07-01,TOT_KWH,0.2386,0.1928,0.1989,0.1928,0.006099999999999994,0.03970000000000001,0.2386
197,AT,2023-01-01,MWH20-499,0.311,0.2633,0.2592,0.2633,-0.0040999999999999925,0.05180000000000001,0.311
198,AT,2023-01-01,MWH2000-19999,0.2787,0.2278,0.2323,0.2278,0.004500000000000004,0.0464,0.2787
199,AT,2023-01-01,MWH20000-69999,0.2753,0.2251,0.2294,0.2251,0.004299999999999998,0.045899999999999996,0.2753
200,AT,2023-01-01,MWH500-1999,0.3117,0.2554,0.2597,0.2554,0.0042999999999999705,0.05199999999999999,0.3117
201,AT,2023-01-01,MWH70000-149999,0.2185,0.1782,0.1821,0.1782,0.0039000000000000146,0.03639999999999999,0.2185
202,AT,2023-01-01,MWH_GE150000,0.2362,0.1944,0.1968,0.1944,0.0024000000000000132,0.03939999999999999,0.2362
203,AT,2023-01-01,MWH_LT20,0.318,0.2778,0.265,0.2778,-0.012799999999999978,0.05299999999999999,0.318
204,AT,2023-01-01,TOT_KWH,0.2734,0.2264,0.2279,0.2264,0.0015000000000000013,0.045499999999999985,0.2734
205,AT,2023-07-01,MWH20-499,0.3163,0.2646,0.2636,0.2646,-0.0010000000000000009,0.052700000000000025,0.3163
206,AT,2023-07-01,MWH2000-19999,0.2663,0.2179,0.2219,0.2179,0.003999999999999976,0.044399999999999995,0.2663
207,AT,2023-07-01,MWH20000-69999,0.2537,0.2072,0.2114,0.2072,0.004200000000000009,0.042299999999999977,0.2537
208,AT,2023-07-01,MWH500-1999,0.2965,0.2431,0.2471,0.2431,0.003999999999999976,0.0494,0.2965
209,AT,2023-07-01,MWH70000-149999,0.2122,0.1735,0.1768,0.1735,0.003300000000000025,0.03539999999999999,0.2122
210,AT,2023-07-01,MWH_GE150000,0.2087,0.1713,0.1739,0.1713,0.002599999999999991,0.0348,0.2087
211,AT,2023-07-01,MWH_LT20,0.3504,0.3002,0.292,0.3002,-0.00820000000000004,0.05840000000000001,0.3504
212,AT,2023-07-01,TOT_KWH,0.2622,0.2163,0.2185,0.2163,0.0022000000000000075,0.04369999999999999,0.2622
213,AT,2024-01-01,MWH20-499,0.2791,0.2327,0.2326,0.2327,-9.999999999998899e-05,0.046500000000000014,0.2791
214,AT,2024-01-01,MWH2000-19999,0.2066,0.1684,0.1722,0.1684,0.003799999999999998,0.034400000000000014,0.2066
215,AT,2024-01-01,MWH20000-69999,0.1808,0.147,0.1507,0.147,0.003700000000000009,0.030099999999999988,0.1808
216,AT,2024-01-01,MWH500-1999,0.2384,0.1955,0.1987,0.1955,0.0031999999999999806,0.03970000000000001,0.2384
217,AT,2024-01-01,MWH70000-149999,0.1596,0.129,0.133,0.129,0.0040000000000000036,0.026599999999999985,0.1596
218,AT,2024-01-01,MWH_GE150000,0.162,0.1329,0.135,0.1329,0.0021000000000000185,0.026999999999999996,0.162
219,AT,2024-01-01,MWH_LT20,0.3201,0.2835,0.2668,0.2835,-0.016699999999999993,0.053300000000000014,0.3201
220,AT,2024-01-01,TOT_KWH,0.2092,0.1727,0.1744,0.1727,0.001700000000000007,0.0348,0.2092
221,AT,2024-07-01,MWH20-499,0.2693,0.2235,0.2244,0.2235,0.0008999999999999841,0.044899999999999995,0.2693
222,AT,2024-07-01,MWH2000-19999,0.2148,0.175,0.179,0.175,0.0040000000000000036,0.0358,0.2148
223,AT,2024-07-01,MWH20000-69999,0.1902,0.1546,0.1585,0.1546,0.0039000000000000146,0.031700000000000006,0.1902
224,AT,2024-07-01,MWH500-1999,0.2407,0.197,0.2006,0.197,0.003599999999999992,0.0401,0.2407
225,AT,2024-07-01,MWH70000-149999,0.1629,0.1311,0.1357,0.1311,0.004599999999999993,0.027200000000000002,0.1629
